filename T #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
n125_01.txt 32000.0 42 44 44 44 44 44 44 44 44 44 
n125_01.txt 72000.0 72 72 72 72 72 72 72 72 72 72 
n125_01.txt 86400.0 81 81 81 81 81 81 81 81 81 81 
n125_01.txt 129600.0 82 82 82 82 82 82 82 82 82 82 
n125_01.txt 172800.0 83 83 83 83 83 83 83 83 83 83 
n125_01.txt 216000.0 90 90 90 90 90 90 90 90 90 90 
n125_01.txt 720000.0 124 124 124 124 124 124 124 124 124 124 
n125_03.txt 32000.0 48 48 48 48 48 48 48 48 48 48 
n125_03.txt 72000.0 72 72 72 72 72 72 72 72 72 72 
n125_03.txt 86400.0 81 81 81 81 81 81 81 81 81 81 
n125_03.txt 129600.0 85 85 85 85 85 85 85 85 85 85 
n125_03.txt 172800.0 88 88 88 88 88 88 88 88 88 88 
n125_03.txt 216000.0 91 91 91 91 91 91 91 91 91 91 
n125_03.txt 720000.0 123 123 123 123 123 123 123 123 123 123 
n125_04.txt 32000.0 53 53 53 53 53 53 53 53 53 53 
n125_04.txt 72000.0 68 68 68 68 68 68 68 68 68 68 
n125_04.txt 86400.0 70 70 70 70 70 70 70 70 70 70 
n125_04.txt 129600.0 80 80 80 80 80 80 80 80 80 80 
n125_04.txt 172800.0 81 81 81 81 81 81 81 81 81 81 
n125_04.txt 216000.0 87 87 87 87 87 87 87 87 87 87 
n125_04.txt 720000.0 104 104 104 104 104 104 104 104 104 104 
n125_05.txt 32000.0 42 42 42 42 42 42 42 42 42 42 
n125_05.txt 72000.0 71 71 71 71 71 71 71 71 71 71 
n125_05.txt 86400.0 73 73 73 73 73 73 73 73 73 73 
n125_05.txt 129600.0 80 80 80 80 80 80 80 80 80 80 
n125_05.txt 172800.0 81 81 81 81 81 81 81 81 81 81 
n125_05.txt 216000.0 86 86 86 86 86 86 86 86 86 86 
n125_05.txt 720000.0 125 125 125 125 125 125 125 125 125 125 
n150_01.txt 32000.0 64 64 64 64 64 64 64 64 64 64 
n150_01.txt 72000.0 103 103 103 103 103 103 103 103 103 103 
n150_01.txt 86400.0 106 106 106 106 106 106 106 106 106 106 
n150_01.txt 129600.0 112 112 112 112 112 112 112 112 112 112 
n150_01.txt 172800.0 113 113 113 113 113 113 113 113 113 113 
