filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
u125_01_simulated.txt 83 83 83 83 83 83 83 83 83 83 
u125_02_simulated.txt 90 90 90 90 90 90 90 90 90 90 
u125_03_simulated.txt 75 75 75 75 75 75 75 75 75 75 
u125_04_simulated.txt 73 73 73 73 73 73 73 73 73 73 
u125_05_simulated.txt 81 81 81 81 81 81 81 81 81 81 
u125_06_simulated.txt 70 70 70 70 70 70 70 70 70 70 
u125_07_simulated.txt 53 53 53 53 53 53 53 53 53 53 
u125_08_simulated.txt 88 88 88 88 88 88 88 88 88 88 
u125_09_simulated.txt 89 89 89 89 89 89 89 89 89 89 
u125_010_simulated.txt 85 85 85 85 85 85 85 85 85 85 
u150_01_simulated.txt 93 93 93 93 93 93 93 93 93 93 
u150_02_simulated.txt 106 106 106 106 106 106 106 106 106 106 
u150_03_simulated.txt 112 112 112 112 112 112 112 112 112 112 
u150_04_simulated.txt 104 104 104 104 104 104 104 104 104 104 
u150_05_simulated.txt 93 93 93 93 93 93 93 93 93 93 
u150_06_simulated.txt 118 118 118 118 118 118 118 118 118 118 
u150_07_simulated.txt 107 107 107 107 107 107 107 107 107 107 
u150_08_simulated.txt 97 97 97 97 97 97 97 97 97 97 
u150_09_simulated.txt 100 100 100 100 100 100 100 100 100 100 
u150_010_simulated.txt 102 102 102 102 102 102 102 102 102 102 
u175_01_simulated.txt 123 123 123 123 123 123 123 123 123 123 
u175_02_simulated.txt 130 130 130 130 130 130 130 130 130 130 
u175_03_simulated.txt 135 135 135 135 135 135 135 135 135 135 
u175_04_simulated.txt 113 113 113 113 113 113 113 113 113 113 
u175_05_simulated.txt 133 133 133 133 133 133 133 133 133 133 
u175_06_simulated.txt 119 119 119 119 119 119 119 119 119 119 
u175_07_simulated.txt 121 121 121 121 121 121 121 121 121 121 
u175_08_simulated.txt 128 128 128 128 128 128 128 128 128 128 
u175_09_simulated.txt 124 124 124 124 124 124 124 124 124 124 
u175_010_simulated.txt 125 125 125 125 125 125 125 125 125 125 
u200_01_simulated.txt 144 144 144 144 144 144 144 144 144 144 
u200_02_simulated.txt 144 144 144 144 144 144 144 144 144 144 
u200_03_simulated.txt 166 166 166 166 166 166 166 166 166 166 
u200_04_simulated.txt 157 157 157 157 157 157 157 157 157 157 
u200_05_simulated.txt 151 151 151 151 151 151 151 151 151 151 
u200_06_simulated.txt 156 156 156 156 156 156 156 156 156 156 
u200_07_simulated.txt 139 139 139 139 139 139 139 139 139 139 
u200_08_simulated.txt 148 148 148 148 148 148 148 148 148 148 
u200_09_simulated.txt 150 150 150 150 150 150 150 150 150 150 
u200_010_simulated.txt 157 157 157 157 157 157 157 157 157 157 
