filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
n125_01.txt 77 77 77 77 77 77 77 77 77 77 
n125_03.txt 73 73 73 73 73 73 73 73 73 73 
n125_04.txt 72 72 72 72 72 72 72 72 72 72 
n125_05.txt 67 67 67 67 67 67 67 67 67 67 
n150_01.txt 116 116 116 116 116 116 116 116 116 116 
n150_02.txt 105 105 105 105 105 105 105 105 105 105 
n150_03.txt 95 95 95 95 95 95 95 95 95 95 
n150_04.txt 108 108 108 108 108 108 108 108 108 108 
n175_01.txt 119 119 119 119 119 119 119 119 119 119 
n175_02.txt 125 125 125 125 125 125 125 125 125 125 
n175_03.txt 109 109 109 109 109 109 109 109 109 109 
n175_04.txt 103 103 103 103 103 103 103 103 103 103 
n175_05.txt 120 120 120 120 120 120 120 120 120 120 
n200_01.txt 148 148 148 148 148 148 148 148 148 148 
n200_02.txt 123 123 123 123 123 123 123 123 123 123 
n200_03.txt 132 132 132 132 132 132 132 132 132 132 
n200_04.txt 118 118 118 118 118 118 118 118 118 118 
