filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
n125_01.txt 42 42 42 42 42 42 42 42 42 42 
n125_03.txt 49 49 49 49 49 49 49 49 49 49 
n125_04.txt 48 48 48 48 48 48 48 48 48 48 
n125_05.txt 43 43 43 43 43 43 43 43 43 43 
n150_01.txt 76 76 76 76 76 76 76 76 76 76 
n150_02.txt 79 79 79 79 79 79 79 79 79 79 
n150_03.txt 52 52 52 52 52 52 52 52 52 52 
n150_04.txt 64 64 64 64 64 64 64 64 64 64 
n175_01.txt 87 87 87 87 87 87 87 87 87 87 
n175_02.txt 87 87 87 87 87 87 87 87 87 87 
n175_03.txt 66 66 66 66 66 66 66 66 66 66 
n175_04.txt 78 78 78 78 78 78 78 78 78 78 
n175_05.txt 76 76 76 76 76 76 76 76 76 76 
n200_01.txt 116 116 116 116 116 116 116 116 116 116 
n200_02.txt 72 72 72 72 72 72 72 72 72 72 
n200_03.txt 76 76 76 76 76 76 76 76 76 76 
n200_04.txt 89 89 89 89 89 89 89 89 89 89 
