filename U #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
u25_01.txt 5.0 11 11 11 11 11 11 11 11 11 11 
u25_01.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_01.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_01.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_01.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_02.txt 5.0 1 1 1 1 1 1 1 1 1 1 
u25_02.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_02.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_02.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_02.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_03.txt 5.0 1 1 1 1 1 1 1 1 1 1 
u25_03.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_03.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_03.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_03.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_04.txt 5.0 2 2 2 2 2 2 2 2 2 2 
u25_04.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_04.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_04.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_04.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_05.txt 5.0 6 6 6 6 6 6 6 6 6 6 
u25_05.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_05.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_05.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_05.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_06.txt 5.0 4 4 4 4 4 4 4 4 4 4 
u25_06.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_06.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_06.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_06.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_07.txt 5.0 3 3 3 3 3 3 3 3 3 3 
u25_07.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_07.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_07.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_07.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_08.txt 5.0 4 4 4 4 4 4 4 4 4 4 
u25_08.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_08.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_08.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_08.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_09.txt 5.0 10 10 10 10 10 10 10 10 10 10 
u25_09.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_09.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_09.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_09.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u25_10.txt 5.0 3 3 3 3 3 3 3 3 3 3 
u25_10.txt 10.0 0 0 0 0 0 0 0 0 0 0 
u25_10.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u25_10.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u25_10.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u50_01.txt 5.0 21 21 21 21 21 21 21 21 21 21 
u50_01.txt 10.0 8 8 8 8 8 8 8 8 8 8 
u50_01.txt 15.0 0 0 0 0 0 0 0 0 0 0 
u50_01.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u50_01.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u50_02.txt 5.0 29 29 29 29 29 29 29 29 29 29 
u50_02.txt 10.0 16 16 16 16 16 16 16 16 16 16 
u50_02.txt 15.0 2 2 2 2 2 2 2 2 2 2 
u50_02.txt 20.0 0 0 0 0 0 0 0 0 0 0 
u50_02.txt 25.0 0 0 0 0 0 0 0 0 0 0 
u50_03.txt 5.0 25 25 25 25 25 25 25 25 25 25 
u50_03.txt 10.0 12 12 12 12 12 12 12 12 12 12 
u50_03.txt 15.0 0 0 0 0 0 0 0 0 0 0 
