filename V #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
n25_01_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_02_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_03_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_04_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_05_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_06_simulated.txt 2.0 1 1 1 0 1 1 1 1 1 1 
n25_07_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_08_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_09_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n25_010_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n50_01_simulated.txt 2.0 1 1 0 2 1 1 1 3 2 2 
n50_02_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n50_03_simulated.txt 2.0 7 7 5 7 5 6 6 6 7 6 
n50_04_simulated.txt 2.0 1 1 3 2 3 2 2 1 2 5 
n50_05_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
n50_06_simulated.txt 2.0 14 13 12 15 10 12 12 14 14 10 
n50_07_simulated.txt 2.0 3 4 3 3 3 4 4 4 3 3 
n50_08_simulated.txt 2.0 14 13 14 10 13 15 12 13 14 11 
n50_09_simulated.txt 2.0 6 5 5 3 4 5 3 6 5 5 
n50_010_simulated.txt 2.0 5 7 9 7 6 6 8 7 6 6 
n75_01_simulated.txt 2.0 6 6 6 4 5 4 5 5 5 4 
n75_02_simulated.txt 2.0 7 7 10 8 10 6 9 10 7 5 
n75_03_simulated.txt 2.0 6 7 7 4 7 6 9 8 7 7 
n75_04_simulated.txt 2.0 12 9 10 13 10 13 10 11 11 9 
n75_05_simulated.txt 2.0 12 13 11 8 12 11 13 10 13 12 
n75_06_simulated.txt 2.0 11 9 13 11 11 14 14 13 11 11 
n75_07_simulated.txt 2.0 9 7 9 9 7 9 11 8 9 7 
n75_08_simulated.txt 2.0 5 5 6 7 5 5 5 6 5 6 
n75_09_simulated.txt 2.0 9 10 8 8 10 10 10 10 10 12 
n75_010_simulated.txt 2.0 9 8 7 7 7 7 9 10 10 9 
n100_01_simulated.txt 2.0 39 36 39 38 39 37 42 35 36 41 
n100_02_simulated.txt 2.0 32 34 31 33 36 32 32 30 34 34 
n100_03_simulated.txt 2.0 35 36 35 34 35 37 34 37 34 33 
n100_04_simulated.txt 2.0 19 21 19 20 18 19 20 22 19 22 
n100_05_simulated.txt 2.0 29 29 29 35 29 31 27 30 28 35 
n100_06_simulated.txt 2.0 5 9 8 7 5 9 7 6 5 8 
n100_07_simulated.txt 2.0 25 22 21 21 20 18 20 20 20 19 
n100_08_simulated.txt 2.0 31 32 37 32 34 32 30 32 33 38 
n100_09_simulated.txt 2.0 16 15 17 19 16 14 17 12 14 16 
n100_010_simulated.txt 2.0 39 36 36 41 37 37 38 42 42 39 
n25_01_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_02_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_03_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_04_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_05_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_06_simulated.txt 5.0 1 1 1 1 1 1 1 1 1 1 
n25_07_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_08_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_09_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n25_010_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n50_01_simulated.txt 5.0 0 1 0 1 1 0 2 1 1 1 
n50_02_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n50_03_simulated.txt 5.0 9 7 5 7 6 6 4 6 8 6 
n50_04_simulated.txt 5.0 5 1 5 3 5 2 5 1 6 6 
n50_05_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
n50_06_simulated.txt 5.0 11 12 11 13 13 12 13 11 12 11 
n50_07_simulated.txt 5.0 2 3 3 2 3 2 4 2 4 4 
n50_08_simulated.txt 5.0 12 14 13 13 12 13 11 15 13 13 
n50_09_simulated.txt 5.0 5 5 6 2 5 2 5 2 6 5 
n50_010_simulated.txt 5.0 9 7 8 6 5 7 5 8 8 8 
n75_01_simulated.txt 5.0 7 3 5 5 4 6 5 5 5 3 
n75_02_simulated.txt 5.0 10 8 8 8 9 7 10 6 5 8 
n75_03_simulated.txt 5.0 6 6 5 6 8 10 6 7 5 10 
n75_04_simulated.txt 5.0 11 13 11 11 11 12 12 11 14 10 
n75_05_simulated.txt 5.0 10 7 11 14 11 9 11 9 9 10 
n75_06_simulated.txt 5.0 12 12 14 9 11 12 11 11 10 10 
n75_07_simulated.txt 5.0 9 11 8 7 7 9 9 6 9 8 
n75_08_simulated.txt 5.0 5 7 4 6 6 6 6 5 5 6 
n75_09_simulated.txt 5.0 10 10 9 9 16 14 9 9 15 19 
n75_010_simulated.txt 5.0 11 11 10 8 10 10 10 8 12 10 
n100_01_simulated.txt 5.0 38 35 39 39 36 38 36 39 37 40 
n100_02_simulated.txt 5.0 30 39 30 33 34 34 32 32 30 35 
n100_03_simulated.txt 5.0 32 32 34 33 35 37 37 35 39 34 
n100_04_simulated.txt 5.0 20 19 19 21 22 19 20 20 20 22 
n100_05_simulated.txt 5.0 33 28 30 32 35 27 29 32 28 28 
n100_06_simulated.txt 5.0 7 7 6 8 8 9 6 6 7 5 
n100_07_simulated.txt 5.0 22 19 21 23 25 18 20 20 21 24 
n100_08_simulated.txt 5.0 32 36 31 31 30 30 35 34 33 37 
n100_09_simulated.txt 5.0 17 19 18 16 18 15 14 19 17 19 
n100_010_simulated.txt 5.0 37 37 35 38 37 35 39 38 35 38 
n25_01_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_02_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_03_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_04_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_05_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_06_simulated.txt 7.0 0 1 1 1 1 1 1 1 1 1 
n25_07_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_08_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_09_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n25_010_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n50_01_simulated.txt 7.0 1 1 0 0 0 1 0 0 0 1 
n50_02_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n50_03_simulated.txt 7.0 6 5 7 5 6 6 5 7 8 6 
n50_04_simulated.txt 7.0 6 1 2 3 1 5 2 5 2 1 
n50_05_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
n50_06_simulated.txt 7.0 12 13 14 13 12 13 13 11 13 14 
n50_07_simulated.txt 7.0 2 2 3 5 4 4 4 4 4 3 
n50_08_simulated.txt 7.0 12 12 15 12 12 13 15 13 12 12 
n50_09_simulated.txt 7.0 3 3 6 1 6 2 6 5 3 2 
n50_010_simulated.txt 7.0 8 8 6 7 8 9 6 8 6 8 
n75_01_simulated.txt 7.0 4 7 6 4 6 5 6 5 5 5 
n75_02_simulated.txt 7.0 9 8 8 8 8 6 8 6 5 6 
n75_03_simulated.txt 7.0 9 9 4 7 7 6 6 5 6 6 
