filename U E #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
g_250.txt 5.0 27000.0 28 28 28 28 28 28 28 28 28 28 
g_300.txt 5.0 27000.0 15 15 15 15 15 15 15 15 15 15 
g_350.txt 5.0 27000.0 41 41 41 41 41 41 41 41 41 41 
g_400.txt 5.0 27000.0 133 133 133 133 133 133 133 133 133 133 
g_450.txt 5.0 27000.0 263 263 263 263 263 263 263 263 263 263 
g_475.txt 5.0 27000.0 265 265 265 265 265 265 265 265 265 265 
g_500.txt 5.0 27000.0 330 330 330 330 330 330 330 330 330 330 
g_250.txt 5.0 54000.0 28 28 28 28 28 28 28 28 28 28 
g_300.txt 5.0 54000.0 14 14 14 14 14 14 14 14 14 14 
g_350.txt 5.0 54000.0 41 41 41 41 41 41 41 41 41 41 
g_400.txt 5.0 54000.0 132 132 132 132 132 132 132 132 132 132 
g_450.txt 5.0 54000.0 263 263 263 263 263 263 263 263 263 263 
g_475.txt 5.0 54000.0 265 265 265 265 265 265 265 265 265 265 
g_500.txt 5.0 54000.0 330 330 330 330 330 330 330 330 330 330 
g_250.txt 5.0 108000.0 28 28 28 28 28 28 28 28 28 28 
g_300.txt 5.0 108000.0 14 14 14 14 14 14 14 14 14 14 
g_350.txt 5.0 108000.0 40 40 40 40 40 40 40 40 40 40 
g_400.txt 5.0 108000.0 133 133 133 133 133 133 133 133 133 133 
g_450.txt 5.0 108000.0 263 263 263 263 263 263 263 263 263 263 
g_475.txt 5.0 108000.0 265 265 265 265 265 265 265 265 265 265 
g_500.txt 5.0 108000.0 330 330 330 330 330 330 330 330 330 330 
g_250.txt 5.0 216000.0 28 28 28 28 28 28 28 28 28 28 
g_300.txt 5.0 216000.0 14 14 14 14 14 14 14 14 14 14 
g_350.txt 5.0 216000.0 40 40 40 40 40 40 40 40 40 40 
g_400.txt 5.0 216000.0 133 133 133 133 133 133 133 133 133 133 
g_450.txt 5.0 216000.0 263 263 263 263 263 263 263 263 263 263 
g_475.txt 5.0 216000.0 264 264 264 264 264 264 264 264 264 264 
g_500.txt 5.0 216000.0 330 330 330 330 330 330 330 330 330 330 
g_250.txt 5.0 432000.0 28 28 28 28 28 28 28 28 28 28 
g_300.txt 5.0 432000.0 14 14 14 14 14 14 14 14 14 14 
g_350.txt 5.0 432000.0 40 40 40 40 40 40 40 40 40 40 
g_400.txt 5.0 432000.0 133 133 133 133 133 133 133 133 133 133 
g_450.txt 5.0 432000.0 263 263 263 263 263 263 263 263 263 263 
g_475.txt 5.0 432000.0 264 264 264 264 264 264 264 264 264 264 
g_500.txt 5.0 432000.0 330 330 330 330 330 330 330 330 330 330 
g_250.txt 5.0 560000.0 28 28 28 28 28 28 28 28 28 28 
g_300.txt 5.0 560000.0 14 14 14 14 14 14 14 14 14 14 
g_350.txt 5.0 560000.0 40 40 40 40 40 40 40 40 40 40 
g_400.txt 5.0 560000.0 133 133 133 133 133 133 133 133 133 133 
g_450.txt 5.0 560000.0 263 263 263 263 263 263 263 263 263 263 
g_475.txt 5.0 560000.0 264 264 264 264 264 264 264 264 264 264 
g_500.txt 5.0 560000.0 330 330 330 330 330 330 330 330 330 330 
