filename U E #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
g_125.txt 5.0 27000.0 3 3 3 3 3 3 3 3 3 3 
g_150.txt 5.0 27000.0 11 11 11 11 11 11 11 11 11 11 
g_160.txt 5.0 27000.0 12 12 12 12 12 12 12 12 12 12 
g_175.txt 5.0 27000.0 29 29 29 29 29 29 29 29 29 29 
g_190.txt 5.0 27000.0 32 32 32 32 32 32 32 32 32 32 
g_200.txt 5.0 27000.0 36 36 36 36 36 36 36 36 36 36 
g_125.txt 5.0 54000.0 2 2 2 2 2 2 2 2 2 2 
g_150.txt 5.0 54000.0 10 10 10 10 10 10 10 10 10 10 
g_160.txt 5.0 54000.0 9 9 9 9 9 9 9 9 9 9 
g_175.txt 5.0 54000.0 29 29 29 29 29 29 29 29 29 29 
g_190.txt 5.0 54000.0 27 27 27 27 27 27 27 27 27 27 
g_200.txt 5.0 54000.0 35 35 35 35 35 35 35 35 35 35 
g_125.txt 5.0 108000.0 2 2 2 2 2 2 2 2 2 2 
g_150.txt 5.0 108000.0 7 7 7 7 7 7 7 7 7 7 
g_160.txt 5.0 108000.0 9 9 9 9 9 9 9 9 9 9 
g_175.txt 5.0 108000.0 29 29 29 29 29 29 29 29 29 29 
g_190.txt 5.0 108000.0 27 27 27 27 27 27 27 27 27 27 
g_200.txt 5.0 108000.0 34 34 34 34 34 34 34 34 34 34 
g_125.txt 5.0 216000.0 2 2 2 2 2 2 2 2 2 2 
g_150.txt 5.0 216000.0 7 7 7 7 7 7 7 7 7 7 
g_160.txt 5.0 216000.0 9 9 9 9 9 9 9 9 9 9 
g_175.txt 5.0 216000.0 30 30 30 30 30 30 30 30 30 30 
g_190.txt 5.0 216000.0 26 26 26 26 26 26 26 26 26 26 
g_200.txt 5.0 216000.0 34 34 34 34 34 34 34 34 34 34 
g_125.txt 5.0 432000.0 2 2 2 2 2 2 2 2 2 2 
g_150.txt 5.0 432000.0 7 7 7 7 7 7 7 7 7 7 
g_160.txt 5.0 432000.0 9 9 9 9 9 9 9 9 9 9 
g_175.txt 5.0 432000.0 29 29 29 29 29 29 29 29 29 29 
g_190.txt 5.0 432000.0 26 26 26 26 26 26 26 26 26 26 
g_200.txt 5.0 432000.0 35 35 35 35 35 35 35 35 35 35 
g_125.txt 5.0 560000.0 2 2 2 2 2 2 2 2 2 2 
g_150.txt 5.0 560000.0 7 7 7 7 7 7 7 7 7 7 
g_160.txt 5.0 560000.0 9 9 9 9 9 9 9 9 9 9 
g_175.txt 5.0 560000.0 29 29 29 29 29 29 29 29 29 29 
g_190.txt 5.0 560000.0 26 26 26 26 26 26 26 26 26 26 
g_200.txt 5.0 560000.0 35 35 35 35 35 35 35 35 35 35 
g_125.txt 10.0 27000.0 2 2 2 2 2 2 2 2 2 2 
g_150.txt 10.0 27000.0 8 8 8 8 8 8 8 8 8 8 
g_160.txt 10.0 27000.0 7 7 7 7 7 7 7 7 7 7 
g_175.txt 10.0 27000.0 21 21 21 21 21 21 21 21 21 21 
g_190.txt 10.0 27000.0 21 21 21 21 21 21 21 21 21 21 
g_200.txt 10.0 27000.0 27 27 27 27 27 27 27 27 27 27 
g_125.txt 10.0 54000.0 0 1 1 1 1 1 1 1 1 1 
g_150.txt 10.0 54000.0 4 4 4 4 4 4 4 4 4 4 
g_160.txt 10.0 54000.0 5 5 5 5 5 5 5 5 5 5 
g_175.txt 10.0 54000.0 17 17 17 17 17 17 17 17 17 17 
g_190.txt 10.0 54000.0 16 16 16 16 16 16 16 16 16 16 
g_200.txt 10.0 54000.0 23 23 23 23 23 23 23 23 23 23 
g_125.txt 10.0 108000.0 1 1 1 1 1 1 1 1 1 1 
g_150.txt 10.0 108000.0 4 4 4 4 4 4 4 4 4 4 
g_160.txt 10.0 108000.0 4 4 4 4 4 4 4 4 4 4 
g_175.txt 10.0 108000.0 14 14 14 14 14 14 14 14 14 14 
g_190.txt 10.0 108000.0 18 18 18 18 18 18 18 18 18 18 
g_200.txt 10.0 108000.0 20 20 20 20 20 20 20 20 20 20 
g_125.txt 10.0 216000.0 0 0 0 0 0 0 0 0 0 0 
g_150.txt 10.0 216000.0 3 3 3 3 3 3 3 3 3 3 
g_160.txt 10.0 216000.0 2 2 2 2 2 2 2 2 2 2 
g_175.txt 10.0 216000.0 16 16 16 16 16 16 16 16 16 16 
g_190.txt 10.0 216000.0 14 14 14 14 14 14 14 14 14 14 
g_200.txt 10.0 216000.0 21 21 21 21 21 21 21 21 21 21 
g_125.txt 10.0 432000.0 0 0 0 0 0 0 0 0 0 0 
g_150.txt 10.0 432000.0 1 1 1 1 1 1 1 1 1 1 
g_160.txt 10.0 432000.0 2 2 2 2 2 2 2 2 2 2 
g_175.txt 10.0 432000.0 14 14 14 14 14 14 14 14 14 14 
g_190.txt 10.0 432000.0 14 14 14 14 14 14 14 14 14 14 
g_200.txt 10.0 432000.0 18 18 18 18 18 18 18 18 18 18 
g_125.txt 10.0 560000.0 0 0 0 0 0 0 0 0 0 0 
g_150.txt 10.0 560000.0 1 1 1 1 1 1 1 1 1 1 
g_160.txt 10.0 560000.0 2 2 2 2 2 2 2 2 2 2 
g_175.txt 10.0 560000.0 14 14 14 14 14 14 14 14 14 14 
g_190.txt 10.0 560000.0 13 13 13 13 13 13 13 13 13 13 
g_200.txt 10.0 560000.0 18 18 18 18 18 18 18 18 18 18 
