filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
u125_01_simulated.txt 41 41 41 41 41 41 41 41 41 41 
u125_02_simulated.txt 45 45 45 45 45 45 45 45 45 45 
u125_03_simulated.txt 39 39 39 39 39 39 39 39 39 39 
u125_04_simulated.txt 31 31 31 31 31 31 31 31 31 31 
u125_05_simulated.txt 31 31 31 31 31 31 31 31 31 31 
u125_06_simulated.txt 27 27 27 27 27 27 27 27 27 27 
u125_07_simulated.txt 17 17 17 17 17 17 17 17 17 17 
u125_08_simulated.txt 44 44 44 44 44 44 44 44 44 44 
u125_09_simulated.txt 45 45 45 45 45 45 45 45 45 45 
u125_010_simulated.txt 45 45 45 45 45 45 45 45 45 45 
u150_01_simulated.txt 58 58 58 58 58 58 58 58 58 58 
u150_02_simulated.txt 57 57 57 57 57 57 57 57 57 57 
u150_03_simulated.txt 59 59 59 59 59 59 59 59 59 59 
u150_04_simulated.txt 50 50 50 50 50 50 50 50 50 50 
u150_05_simulated.txt 45 45 45 45 45 45 45 45 45 45 
u150_06_simulated.txt 64 64 64 64 64 64 64 64 64 64 
u150_07_simulated.txt 65 65 65 65 65 65 65 65 65 65 
u150_08_simulated.txt 62 62 62 62 62 62 62 62 62 62 
u150_09_simulated.txt 52 52 52 52 52 52 52 52 52 52 
u150_010_simulated.txt 52 52 52 52 52 52 52 52 52 52 
u175_01_simulated.txt 69 69 69 69 69 69 69 69 69 69 
u175_02_simulated.txt 74 74 74 74 74 74 74 74 74 74 
u175_03_simulated.txt 83 83 83 83 83 83 83 83 83 83 
u175_04_simulated.txt 60 60 60 60 60 60 60 60 60 60 
u175_05_simulated.txt 82 82 82 82 82 82 82 82 82 82 
u175_06_simulated.txt 73 73 73 73 73 73 73 73 73 73 
u175_07_simulated.txt 59 59 59 59 59 59 59 59 59 59 
u175_08_simulated.txt 78 78 78 78 78 78 78 78 78 78 
u175_09_simulated.txt 79 79 79 79 79 79 79 79 79 79 
u175_010_simulated.txt 76 76 76 76 76 76 76 76 76 76 
u200_01_simulated.txt 90 90 90 90 90 90 90 90 90 90 
u200_02_simulated.txt 90 90 90 90 90 90 90 90 90 90 
u200_03_simulated.txt 104 104 104 104 104 104 104 104 104 104 
u200_04_simulated.txt 100 100 100 100 100 100 100 100 100 100 
u200_05_simulated.txt 100 100 100 100 100 100 100 100 100 100 
u200_06_simulated.txt 103 103 103 103 103 103 103 103 103 103 
u200_07_simulated.txt 77 77 77 77 77 77 77 77 77 77 
u200_08_simulated.txt 87 87 87 87 87 87 87 87 87 87 
u200_09_simulated.txt 93 93 93 93 93 93 93 93 93 93 
u200_010_simulated.txt 97 97 97 97 97 97 97 97 97 97 
